,img_id,caption_list,pred_oscar,pred_sat,pred_nicplus,pred_niceq,bb_age
2658,193968,"['One lady is holding a stuffed rooster and smiling while the other is holding a donut in front of her open mouth.', 'A woman smiles with a plant holder while another eats a donut.', 'There are two women making a joke about chickens and doughnuts', 'Two woman, one holding a chicken and one eating a donut.', 'A couple of women holding a chicken while eating a donuts.']",a couple of women standing in front of a box of donuts.,a woman holding a little girl in front of a box of doughnuts,a woman holding a teddy bear in her arms.,a woman is holding a teddy bear and smiling.,old
2659,194012,"['A man in a gray suit and a red tie.', 'A man wearing a suit is looking across the room.', 'A man with black glasses wearing a suit and red tie.', 'a man is posing in front of a wooden closet door', 'A well-dressed man with glasses stands in front of a closet.']",a man in a suit and tie posing for a picture.,a young man wearing a suit and tie,a man in a suit and tie standing in front of a window.,a young man wearing a suit and tie.,young
2660,194138,"['An athletic person playing tennis in the sun.', 'The tennis player is on one leg in the blue tennis court.', 'A tennis player holding a tennis racquet on a blue tennis court.', 'A tennis player plays on a blue tennis court.', 'A person just hit a tennis ball on a tennis court']",a man swinging a tennis racquet on top of a tennis court.,a man holding a tennis racquet on a tennis court,a female tennis player in action on the court.,a female tennis player in action on the court.,old
2661,194153,"['a women that has a umbrella in her hand', 'A petite woman stands on a platform leaning on a folded umbrella', 'Black and white photograph of a woman in white holding an umbrella.', 'The woman with the umbrella is wearing short shorts.', 'A girl in a white outfit standing with an umbrella.']",a woman standing on a sidewalk holding an umbrella.,a woman holding a kite on a sidewalk,a woman in a dress holding an umbrella.,a woman in a dress holding a tennis racket.,young
2662,194310,"['A woman holding a tennis racquet in her left hand.', 'A woman sitting in a chair while handing someone a racket. ', 'A woman in glasses is holding a tennis racquet.', 'One lady leaning forward to hand someone a tennis racket. ', 'A woman holding a tennis racket by the paddle.']",a woman sitting in a chair with an orange and black tennis racket in her hand.,a woman holding a tennis racket in her hand,a man holding a tennis racket in his hand.,a young boy holding a tennis racket in his hands.,young
2663,194414,"['a tennis player about to serve the ball', 'a tennis player standing on tennis court about to serve a ball', 'A young woman wearing a short dress on a tennis court.', 'A tennis player about to serve a ball.', 'A female tennis player about to serve the ball.']",a woman holding a tennis racquet on top of a tennis court.,a woman holding a tennis racquet on a tennis court,a tennis player swinging a racket at a ball.,a tennis player swinging a racket at a ball.,old
2664,194440,"['A man riding a skateboard in front of a street sign.', 'A man on a skateboard moving down a city street.', 'A man wearing glasses can been seen on a skateboard.', 'A man on a skateboard crossing Gayoso Avenue.', 'A skateboarder is crossing the intersection of a street.']",a man riding a skateboard down a street.,a man riding a skateboard down a street,a man riding a skateboard down a street.,a man riding a skateboard down a street.,old
2665,194471,"['A man on a skateboard is coming up a ramp.', 'A boy skateboards in a skate park pike. ', 'A man riding a skateboard up the side of a ramp.', 'A boy on a skateboard at the skate park.', 'A skate board rider skating on the edge of a ramp.']",a man riding a skateboard up the side of a ramp.,a man riding a skateboard up the side of a ramp,a man riding a skateboard up the side of a ramp.,a man riding a skateboard up the side of a ramp.,old
2666,194499,"['A little boy wearing a hat and leather boots.', 'Small boy in dress clothing sitting down on a white bench. ', 'An old photograph of a smiling boy in high leather boots and a wool coat.', 'A young boy sitting on a white bench.', 'an image of a boy sitting on a bench posing for a photo']",a black and white photo of a young boy in a suit and tie.,a black and white photo of a boy in a suit,a black and white photo of a man wearing a suit and tie.,a black and white photo of a person wearing a suit and tie.,young
2667,194525,"['A skier navigates a turn on the course at the Olympic Games.', 'a person that is skiing across some snow', 'Competitive Skiier turning for respective flag in race ', 'A skier is leaning into a curve on a downhill course.', 'A cool guy on skiis does a trick down a hil']",a man riding skis down a snow covered slope.,a man riding skis down a snow covered slope,a man riding skis down a snow covered slope.,a man riding skis down a snow covered slope.,old
2668,194704,"['Girl in black jacket holding up skis in front of a lodge.', 'A woman is raising her arms in the air as a celebration. ', 'a person holding two snow skis in their hands while wearing goggles.', 'Jubilant skier holding up skies in winter resort area.', 'A girl holding two skis, one on each hand.']",a woman in black jacket holding a snowboard over her head.,a person holding up a snowboard in front of a building,a man holding a snowboard in front of a building.,a man standing in the snow holding a snowboard.,young
2669,194716,"['A woman holding a small girl with sun glasses on her head.', 'A smiling young mother holding her infant child.', 'A woman in sunglasses is outside holding a baby.', 'A woman holding a baby while she has something in her mouth.', 'A very attractive woman holding a little girl that is chewing something.']",a woman is holding a baby and brushing her teeth.,a little girl sitting on a curb with a toothbrush in her mouth,a young girl is holding a cell phone to her ear.,a woman holding a cell phone to her ear.,old
2670,194790,"['Several people with several pizza posing for the camera. ', 'A group of people that are looking at some pizzas.', 'A group of girls getting pizza from a table', 'a group of people and a table with four pizzas', 'A group of people gather round and enjoy some pizza.']",a group of people standing around a table filled with pizzas.,a group of people standing around a table full of pizza,a group of people standing around a pizza.,a group of people standing around a pizza.,young
2671,194851,"['a man that is swinging a baseball bat', 'a person swinging a bat at a ball in a field ', 'a man swinging his bat at a ball that has been pitched to him', 'The man in jeans is swinging a bat at a baseball. ', 'A man in striped shirt swinging a baseball bat.']",a man swinging a baseball bat at a ball.,a girl in a field with a baseball bat,a young boy holding a baseball bat on a field.,a woman is holding a tennis racket on a court.,young
2672,194876,"['A man is standing in a bedroom with his shirt unbuttoned.  ', 'A man standing in a bedroom, his shirt unbuttoned.', 'A man with and unbuttoned shirt standing in a bedroom.', 'a person standing in a bedroom next to a bed', 'Man with open shirt standing next to bed.']",a man standing in a bedroom next to a bed.,a man standing in front of a red wall,a man standing in a living room holding a wii controller.,a man standing in a living room holding a wii controller.,old
2673,194903,"['A female tennis player waits for the ball on a clay court.', 'A female tennis player waits for the tennis ball.', 'A girl crouched down holding a tennis racket. ', 'A woman holding a tennis racket on a court.', 'woman squatting in a tennis court with tennis racket']",a woman on a court with a tennis racket.,a woman standing on a tennis court holding a racquet,a female tennis player in action on the court.,a female tennis player in action on the court.,young
2674,195002,"['A young girl eats a doughnut near another woman.', 'She can barely get her hands around that fat donut.', 'A little girl wearing a tiara is eating a donut.', 'A young child wears a princess costume and eats a dough nut.', 'A young girl wearing a princess costume eats a donut.']",a young girl eating a chocolate covered doughnut.,a little girl holding a doughnut in her hand,a woman holding a piece of food in her hand.,a woman is holding a plate of food.,young
2675,195023,"['Man wearing wetsuit walking with a blue surf board.', 'A man walking along a beach in a wet suit.', 'The man has a wet suit on to go in to the water. ', 'A man walking on the beach carrying a surfboard.', 'a male in a wet suit is carrying  a blue and white board']",a man in a wet suit is walking on the beach.,a man holding a surfboard on a beach,a woman standing on a beach holding a surfboard.,a woman in a bikini holding a surfboard.,young
2676,195086,"['A kid on the ground with a remote control.', 'A young girl is excersising with a video game board.', 'Child performing move with mat and remote controller', 'A little girl is balancing on a mat while playing a wii game. ', 'A young girl who is raising her left arm in the air.']",a little girl playing with a wii mote on the floor.,a little girl in a pink dress sitting on the floor,a woman sitting on a couch holding a nintendo wii controller.,a woman sitting on a couch holding a remote.,young
2677,195098,"['A business man in a suit at a restaurant.', 'A man in a suit and tie getting his picture taken.', 'A man with a tie in a fancy diner with other people.', 'A man wearing glasses is wearing a suit and tie.', 'A man in suit and tie smiles at the camera.']",a man with glasses and a tie standing in a room.,a man wearing glasses and a black tie,a man in a suit and tie standing in front of a window.,a man in a suit and tie is smiling.,old
2678,195271,"['A woman standing in a kitchen holding a jug of milk.', 'a woman standing in a kitchen holding a carton ', 'A woman in blue jeans stands in a kitchen holding a beverage carton and looking at the camera.', 'Woman pouring a glass of egg nog on the counter.', 'A woman in a kitchen holding a carton.']",a woman standing in a kitchen drinking milk from a bottle.,a woman standing in a kitchen preparing food,a man standing in a kitchen preparing food.,a person standing in a kitchen with a refrigerator.,old
2679,195275,"['Tennis player and white outfit holding up a racket and a ball. ', 'A man holding a tennis racket in one hand and a ball in the other.', 'A young male in white preparing to play a game of tennis.', 'The player had his tennis racket and a ball in his hands.', 'A young man stands on a tennis court holding a racquet and ball.']",a man holding a tennis racquet and two tennis balls.,a man holding a tennis racquet on a tennis court,a man holding a tennis racquet on a tennis court.,a man holding a tennis racquet on a tennis court.,old
2680,195281,"['A man pointing to something in the refrigerator', 'A man standing in front of an open refrigerator in a kitchen.', 'A man posing with his opened up refrigerator.', 'A man standing with his hand in a refrigerator.', 'Man in light blue t-shirt showing off French door refrigerator.']",a man standing in front of an open refrigerator.,a man standing in front of an open refrigerator,a man standing in front of a refrigerator freezer.,a man standing in front of a refrigerator freezer.,old
2681,195408,"['A person with a remote and holding a dog', 'A man petting his dog while holding a Wii controller.', 'A man pets a large brown dog on its head.', 'A man pets his dog while playing a video game', 'A man in shorts and button up petting a dog.']",a man holding a nintendo wii game controller next to a dog.,a man and a dog playing with a frisbee,a man holding a dog in his arms.,a man holding a dog in his arms.,old
2682,195594,"['A guy standing next to a skateboard on a hillside.', 'A man in a striped shirt posing with a skateboard.', 'A man is standing with one foot on a skateboard.', 'A MAN ON A SKATE BOARD SMILING WITH SHADES', 'A man stands on his skateboard and gets his picture taken.']",a man riding a skateboard up the side of a ramp.,a black and white photo of a man holding a skateboard,a man standing in a field with a surfboard.,a man is standing on a skateboard in the snow.,old
2683,195798,"['A man sitting on a bench holding a blue umbrella with black dots.', 'A man sitting on top of a bench while holding a blue umbrella.', 'A man in suspenders sitting on a bench with an umbrella.', 'A man is sitting on a bench with an umbrella.', 'a man sitting on a wooden bench holding an umbrella']",a man sitting on a bench under an umbrella.,a man sitting on a wooden bench under an umbrella,a woman sitting on a bench under an umbrella.,a woman sitting on a bench with an umbrella.,old
2684,195829,"['A group of young men playing a game of soccer.', 'a group of men playing soccer on a field in an fenced area', 'There are some men playing a game of soccer.', 'Two teams are playing soccer on the field.', 'Two teams of men are playing soccer on a field.']",a group of young men playing a game of soccer.,a group of men playing a game of soccer,a group of young men playing a game of soccer.,a group of young men playing a game of soccer.,old
2685,195842,"['A person playing the Nintendo Wii in their messy living room', 'a room that has a lady with a remote in hand', 'A woman in a messy living room playing the Wii.', 'a person standing in a living room with a remote control', 'a man plays Wii Sports boxing in a very messy living room']",a man standing in a living room holding a nintendo wii game controller.,a man standing in a living room holding a wii remote,a man is playing a video game in a living room.,a woman is playing a video game in a living room.,old
2686,195851,"['Some people playing basket ball wearing green uniforms.', 'A group of men in basketball game with crowd watching.', 'A group of men standing around a basketball court.', 'Basketball players playing basketball during a basketball game.', 'A group of basket ball players in action on the court.']",a group of men playing a game of basketball.,a group of men playing a game of basketball,a group of men playing a game of frisbee.,a group of men playing a game of frisbee.,old
2687,195862,"['A man secures a saddle on a horse that a girl is sitting on.', 'A little girl on top of horse next to a cowboy.', 'A man standing next to a little girl riding a horse.', 'a little girl sitting on a big horse', ""A small girl in a helmet sits atop a horse while a man is checking fo make sure she's safe.""]",a man and a little girl riding on a horse.,a couple of people that are next to a horse,a man riding on the back of a brown horse.,a person riding on the back of a brown horse.,young
2688,195896,"['A baseball player holding a bat over a base.', 'A man up to bat in a baseball game.', 'A batter up to the plate in a baseball game ', 'a baseball player holding a bat on the field', 'people playing Frisbee and a man in white holding a bat']",a baseball player swinging a bat over home plate.,a baseball player swinging a bat at a ball,a baseball player holding a bat on top of a field.,a baseball player swinging a bat at a ball.,old
2689,196046,"['A group of people sitting on motor bikes on a street.', 'some men sitting on motorcycles and a window', 'a bunch of bikers are sitting next to each other', 'Three people on motorcycles parked near a wall.', 'Some people on motorcycles by a big wall.']",a group of people riding bikes down a street next to a brick building.,a black and white photo of a group of people on a street,a black and white photo of a man on a motorcycle.,a black and white photo of a man on a motorcycle.,old
2690,196053,"['A woman holding a tennis racquet on top of a court.', 'A woman hitting a ball with a tennis racket.', 'A woman follows through on her swing on a tennis court.', 'a woman hits a tennis ball with a racquet', 'A smiling male tennis player swinging a racket']",a woman swinging a tennis racquet on a tennis court.,a woman holding a tennis racquet on a tennis court,a female tennis player in action on the court.,a female tennis player in action on the court.,young
2691,196074,"['A girl sitting at a desk eating something in a bowl.', 'A woman is eating a bowl of soup beside a computer.', 'a woman eating out of a small bowl next to a computer ', 'A woman eating at a desk with a monitor, keyboard and a cell phone. ', 'A woman is happy as she checks out her little bowl of food. ']",a woman eating food from a bowl at a desk.,a young boy is eating a cup of coffee,a man sitting at a table eating a sandwich.,a man sitting at a table eating a sandwich.,young
2692,196085,"['Men are gathered at a table to eat a meal.', 'people eating a meal at a restaurant table ', 'Three men sitting at a table in a restaurant eating.', 'A group of males gathered at tables about to consume a meal.\n', 'A restaurant is full of only men eating their meals.']",a group of men sitting around a table eating food.,a group of people sitting around a table eating food,a group of people sitting around a table eating food.,a group of people sitting around a table eating food.,old
2693,196116,"['Man flying on a parasail over the ocean.', 'A man in pants and a shirt goes parasailing in the ocean.', 'A man engages in an adventure sport above a body of water. ', 'A man wind surfs high into the air over a calm ocean.', 'a man at the beach who is parasailing']",a man riding a surfboard on top of a wave in the ocean.,a man flying through the air while riding a surfboard,a man on a surfboard in the water.,a person on a surfboard in the water.,old
2694,196141,"['a baseball player swinging a baseball bat at a ball', 'A batter hits the ball in a baseball game.', 'A baseball player taking a swing at the ball', 'A young man swinging a baseball bat in front of a catcher.', 'Two people playing baseball and a couple of observers.']",a baseball player swinging a bat at a ball.,a baseball player swinging a bat at a ball,a baseball player swinging a bat at a ball.,a baseball player swinging a bat at a ball.,young
2695,196280,"['A picture of a boy looking into a pot. ', 'A young boy looks at the contents of a pot on a stove.', 'The boy is looking to see what is cooking in the pot.', 'a little boy looking at the leftovers on the stove', 'a young person in a kitchen opening a pot']",a young boy standing in front of a stove cooking food.,a little boy sitting at a table in front of a table,a woman in a kitchen preparing food in a kitchen.,a young girl in a kitchen preparing food.,young
2696,196336,"['A man is laying down wearing a suit and sunglasses.', 'A man in a vest and tie leaning against a wall.', 'A man wearing sunglasses while leaning against a blank wall.', 'a man with a beard sunglasses and a blue tie', 'A man with his hands behind his head leaning against a wall.']",a man in a suit and tie laying on a bed.,a man wearing glasses and a tie,a man in a suit and tie sitting in a chair.,a man in a suit and tie sitting on a couch.,old
2697,196355,"['Two young boys on horses wearing pith helmets. ', 'Two boys in jackets and hats ride horses together.', 'Two young boys with hats sit on their horses. ', 'Two young boys who are riding on horses.', 'A couple of people on horses on a street.']",a couple of people riding on the backs of horses.,a man riding on the back of a horse,a black and white photo of two men on horses.,a group of men riding on the backs of horses.,young
2698,196378,"['Two women in pink and yellow dresses holding a tennis racket.', 'Two women posing for a photo in costumes one holding a tennis racket and other wearing a small crown on her head.', 'Girls posing of a picture one holding a tennis racket the other wearing a crown.', 'Two female cosplayers pose beside a wall in their costumes.', 'Two women dressed in costumes, with one holding tennis racket.']",two beautiful young women standing next to each other holding tennis racquets.,a young girl in a yellow shirt holding a baby,a woman and a child are playing a video game.,a woman holding a tennis racket in her hand.,young
2699,196430,"['A young boy holding a baseball bat next to a green field.', 'A young boy who is swinging a baseball bat.', 'A little boy playing baseball hits the ball', 'A little boy that is standing in the dirt with a bat.', 'A boy is getting ready to hit a baseball. ']",a young boy hitting a baseball with a bat.,a young boy swinging a baseball bat on a field,a young boy holding a baseball bat on a field.,a young boy in a baseball uniform is throwing a ball.,young
2700,196483,"['A young woman standing next to another young woman.', 'Two women, with one holding a remote. ', 'A woman holding a Wii remote with another woman in the background.', 'Two people are having fun at a party.', 'A woman is playing with a Wii controller.']",a woman holding a nintendo wii game controller.,a woman holding a nintendo wii game controller,a woman is holding a teddy bear and smiling.,a woman holding a teddy bear in her arms.,young
2701,196490,"['A man is riding a motorcycle in a race.', 'A person on a motorcycle riding beside hay bales.', 'A man that is sitting on a motorcycle in the street.', 'A motorcyclist proceeds down the track by some bales.  ', 'A person is riding a red, white, and blue motorcycle.']",a man riding a motorcycle down a road next to a pile of hay.,a person riding a motorcycle on a dirt road,a man riding a motorcycle down a curvy road.,a man riding a motorcycle down a curvy road.,old
2702,196506,"['A woman decorating a double layer cake on a table.', 'A woman decorating a fancy cake in her kitchen', 'A woman standing in front of a coloured cake', 'A woman is going to decorate a cake.', 'A woman stands behind a cake and baking decorations.']",a woman standing next to a table with a cake on it.,a woman sitting at a table with a cake,a table with a variety of desserts on it.,a woman sitting at a table with a plate of food.,old
2703,196574,"['A woman is on a surf board surfing a wave. ', 'A woman balances herself while she is surfing.', 'A person on a surfboard in the water.', 'A person on a surfboard rides a wave.', 'The surfer is ready to tackle the wave,']",a woman riding a wave on top of a surfboard.,a man riding a wave on top of a surfboard,a man riding a wave on top of a surfboard.,a person riding a surf board on a wave.,old
2704,196665,"['An older bald man in a striped suit.', 'An older gentlemen in a suit siting in a chair.', 'A man dressed in suit in business meeting room.', 'An older man in a business suit who has a beard and glasses. ', 'A man in a suit and tie sitting in a chair.']",a close up of a person wearing a suit and tie,a man in a suit and tie looking at the camera,a man in a suit and tie standing in a room.,a man in a suit and tie standing in a room.,old
2705,196742,"['A man holding a microphone while sitting down.', 'A man with brown blazer and glasses holding a microphone', 'A man holding up a microphone talking . ', 'A balding man is holding a black microphone.', 'A man is sitting down and talking on a microphone. ']",a man wearing glasses talking into a microphone.,a man holding a knife in his mouth,a man with a tie and glasses on.,a man in a suit and tie holding a cell phone.,old
2706,196789,"['A man is in the kitchen in front of a sink.', 'A man is standing at a sink in an open kitchen.', 'An empty wood cabinet kitchen in a house', 'a man in a blue shirt in a kitchen with a stove sink and refrigerator', 'A man standing next to a kitchen sink wearing a blue shirt.']",a man standing in a kitchen next to a sink.,a man standing in a kitchen next to a sink,a kitchen with a stove a refrigerator and a sink.,a kitchen with a stove a refrigerator and a sink.,old
2707,196853,"['Two guys standing around with the same colored tie on. ', 'Young man putting on some tires for formal function', 'Two men posing for a picture, with ties on.', 'Two guys standing, one adjusting his tie, another with his hands on his hips and tie  untied.', 'two men standing next to each other with some blue and silver ties']",a couple of men standing next to each other wearing ties.,a couple of men standing next to each other,a man and a woman standing next to each other.,a man in a suit and tie standing next to another man.,old
2708,196885,"[""Get ready, get set for the baseball pitch on it's way."", 'A baseball player holding a bat next to home plate.', 'A baseball game in progress with the batter up to plate.', 'A group of baseball players are playing baseball on a field.', 'a player is swinging a baseball bat at a game']","a batter, catcher and umpire during a baseball game.",a baseball player swinging a bat at a ball,a baseball player swinging a bat at a ball.,a baseball player swinging a bat at a ball.,old
2709,197193,"['A view of a pizza from a table, with a man behind it.', 'THIS PHOTO HAS A TWO TIER PIZZA PLATTERS', 'Two slices of pizza on a porcelain stand with a diner behind scoffing pizza.', 'there is a close up view of a pizza pie', 'A pizza on a ceramic pizza holder and underneath is another pizza and a guy has his hand in his mouth.']",a close up of a person at a table with a plate of food,a young boy holding a hot dog in a bun,a little girl eating a piece of pizza.,a young girl is eating a banana in a restaurant.,young
2710,197219,"['a person sits at a table eating pizza', 'A group of kids are eating pizza and drinking soda.', 'some people sitting at a table and a male is eating pizza', 'people eating pizzas and drinking sodas sitting at a long table', 'A young man is biting into a slice of pizza.']",a group of people sitting around a table eating pizza.,a black and white photo of a man and a woman,a group of people sitting around a table with a cake.,a couple of men laying on top of a bed.,young
2711,197280,"['A teenager riding a skateboard on a half pipe.', 'the man is riding a skateboard down a ramp', 'The skateboarder in jumping in the air off the halfpipe.', 'a man is getting air on his board', 'A man riding a skateboard down the side of a wooden ramp.']",a man flying through the air while riding a skateboard.,a man flying through the air while riding a skateboard,a man riding a skateboard up the side of a ramp.,a man riding a skateboard up the side of a ramp.,young
2712,197350,"['A woman in a red dress playing a game of tennis.', 'A tennis player readies herself to receive a serve.', 'A female tennis player playing tennis during the day.', 'a tennis player on a court holding a racket', 'A female tennis player holding her racket. ']",a woman holding a tennis racquet on top of a tennis court.,a woman holding a tennis racket on a tennis court,a female tennis player in action on the court.,a female tennis player in action on the court.,old
2713,197352,"['a child on a raft with a paddle', 'A boy stands while rowing a raft with a long pole.', 'A boy on a dock, holding a pole in the water.', 'A boy pushes a pole into the water while standing on a floating platform.', 'Small boy in all grey standing on a white platform in the water. ']",a boy standing on a board in the water with a dog.,a young boy standing on a boat in the water,a man standing on a boat in the water.,a man standing on a boat in the water.,young
2714,197369,"['Woman proudly hod,ing expired vegetables in bag of plastic', 'A woman holding a bag of nasty looking food.', 'A woman holding a bag of items next to an open fridge.', 'A woman standing by a refrigerator with a bag.', 'A woman holding up a bag with food in it.']",a woman standing in front of an open refrigerator.,a woman standing in a kitchen next to a refrigerator,a woman standing in a kitchen next to a refrigerator.,a woman standing in front of a refrigerator freezer.,old
2715,197388,"['A team of skiers rides intently across the snow.', 'Five men skiing in the snow in the same direction.', 'Five skiers race each other on the snow.', 'Cross country skiers travel through the snow during a race.', 'Four men ski down a snowy cliff in team clothing.']",a group of men riding skis down a snow covered slope.,a man riding skis down a snow covered slope,a group of people riding skis down a snow covered slope.,a group of people riding skis down a snow covered slope.,old
2716,197492,"['A baseball player pitching a baseball during a game.', 'A baseball pitcher on the mound about to throw a pitch.', 'A pitcher who is in the middle of throwing the ball to the plate.', 'A baseball pitcher on the mount mid pitch.', 'A professional baseball player on a baseball field photoed during mid pitch ']",a baseball player pitching a ball on top of a field.,a baseball player pitching a baseball on a baseball field,a baseball player throwing a baseball on a field.,a baseball player pitching a ball on top of a field.,old
2717,197658,"['Cather preparing to catch ball in an empty field ', 'a baseball player on a baseball field fielding a baseball', 'A baseball player wearing a catchers mitt in a baseball field.', 'The baseball player is waiting for the ball.', 'A man getting ready to catch a baseball.']",a baseball player with a catchers mitt on a field.,a baseball player pitching a baseball on a baseball field,a baseball player pitching a ball on top of a field.,a baseball player pitching a ball on top of a field.,old
2718,197683,"['man with long thick gray beard riding a motorcycle', 'A man is going for a ride on his motorcycle. ', 'A man with a beard riding on a motorcycle. ', 'A man riding on the back of a motorcycle down a street.', 'A man with an amazing beard riding a motorcycle.']",a man riding on the back of a motorcycle down a street.,a person riding a motorcycle on a city street,a man riding a motorcycle down a street.,a person riding a motorcycle on a city street.,old
2719,197756,"['A woman standing next to another woman holding a bottle of beer.', 'Two girls standing under a tree looking at a cell phone.', 'a couple of people that are staring at a camera ', 'Two women wearing hats smiling while looking at a cell phone. ', 'Two women looking at pictures on a camera.']",a woman holding a smart phone next to a woman holding a beer.,a couple of women standing next to each other,a man and a woman standing next to each other.,a couple of women standing next to each other.,young
2720,197880,"['A girl on a bed sits near the corner of the room.', 'a girl laying in bed with some kind of stuffed animal.', 'A woman laying in bed next to a large stuffed animal.', 'a small girl in pajamas in a bed with her stuffed animal', 'The young children are lying in the bed.']",a girl is sitting on a bed with a teddy bear.,a person laying on a bed in a room,a woman sitting on a bed in a hotel room.,a woman sitting on a bed with a laptop.,young
2721,197918,"['two children stand near various childrens toys in the background', ""A young boy in plaid brushing a little girl's hair ."", 'Two children looking through a large collection of toys.', 'Children are playing with one another in a play room', 'A young boy brushing a little girls hair. ']",a couple of kids standing next to each other.,a young girl is holding a little girl,a woman holding a teddy bear in her arms.,a group of people sitting on a bench.,young
2722,198004,"['A car is waiting beside people standing on the sidewalk.', 'The man is standing on the side walk ', 'A man stands next to a building as a car pulls out towards the street.', 'A car at a crosswalk with a man in uniform standing by.', 'a car is rolling past a police officer']",a man standing on a sidewalk next to a white car.,a man walking down a street next to a traffic light,a man walking down a street next to a car.,a person walking down a street with a bag.,old
2723,198163,"['a man with many plates filled with different colors of paint', 'Man with containers of paint painting the design on plates.', 'There are many different plates on top of this table', 'Artist painting plates and bowls behind a glass', 'A man working at a table covered with shallow bowls.']",a man in a chef's outfit preparing food in a kitchen.,a young boy standing in front of a table filled with food,a man sitting at a table with a plate of food.,a man standing in front of a table filled with food.,old
2724,198176,"['A woman and a dog sit on a city bench in this black and white photograph.', 'The old woman and her dog are sitting on the bench under a tree.', 'a woman is sitting on a bench with a dog', 'A woman is sitting on a bench with a dog.', 'A woman with her dog are seated on a bench.']",a woman sitting on a bench next to a dog.,a couple of people sitting on a bench,a black and white photo of a man sitting on a bench.,a black and white photo of a person sitting on a bench.,old
2725,198234,"['Group of young adults sitting in chairs while some hold wii remotes', 'A room full of young kids sitting on chairs.', 'Teenagers are sitting in small chairs looking forward.', 'A group of students holding remotes from a game system.', 'Another day at school to learn with Nintendo Wii programs.']",a group of young men sitting next to each other.,a group of people sitting in a room,a group of people sitting on a park bench.,a group of people sitting on a bench.,young
2726,198251,"['A man standing over plates of food under a cloudy sky.', 'A person that is standing with objects in their hands at the beach.', 'A man is bent over a beach side picnic table near water.', 'Man and woman sitting outside on the beach.', 'The person holds a spatula over a plate of food. ']",a man standing next to a woman near a body of water.,a couple of people sitting on top of a beach,a man standing on a beach with a surfboard.,a man standing on a beach holding a surfboard.,old
2727,198397,"['A man hitting a tennis ball with a tennis racquet.', 'A tennis player reaches to hit a tennis ball with his racquet. ', 'Tennis player serving a tennis ball playing on a clay court.', 'A man is hitting a tennis ball near some spectators on a tennis court.', 'A person extending a racquet toward a ball.']",a man holding a tennis racquet on top of a tennis court.,a man holding a tennis racquet on a tennis court,a male tennis player in action on the court.,a male tennis player in action on the court.,old
2728,198447,"['A person standing in front of a train holding a pair of skis.', 'A train is stopped in a snowy landscape as people with skis make a trail away from it and one man holding skis smiles for the camera.', 'A skier stands in the snow outside of a train.', 'A woman holds her skis as her friends go down the trail.', 'a man holding onto his skis while standing next to a train']",a man holding skis while standing next to a train.,a group of people riding skis down a snow covered slope,a man standing on skis in the snow.,a man standing on top of a snow covered slope.,old
2729,198448,"['A woman sitting on a piece of luggage in a field.', 'a woman sits on a brief case in the woods ', 'A girl with a lot of tattoos sitting on a a piece of luggage.', 'A woman with lots of tattoos sits on a suitcase in a forest. ', 'Lady with arm full of tattoos sitting on her suitcase.']",a woman sitting on a suitcase in the woods.,a woman sitting on the ground next to a suitcase,a woman sitting on a park bench talking on a cell phone.,a woman sitting on a bench with a cell phone.,young
2730,198489,"['Small girl reaching for her umbrella on a driveway.', 'a little girl grabbing for a pink umbrella ', 'a small child with an open umbrella on the ground', 'A little girl picking up an upside down umbrella by its handle.', 'A very young girl is about to grab and upside down umbrella. ']",a little girl that is standing in the dirt with a kite.,a little girl standing on top of a pink kite,a little girl holding a pink umbrella in the rain.,a woman in a pink dress holding a pink umbrella.,young
2731,198492,"['Two girls sitting at a table smiling and eating and drinking. ', 'A woman is eating a doughnut and drinking beer.', 'there are two woman drinking beers and eating food', 'A woman leaning into another woman as she holds a sandwich towards her.', 'Two ladies are enjoying beer and treats at the table. ']",a couple of women sitting at a table together.,a woman sitting at a table with a glass of wine,a woman sitting at a table with a glass of wine.,a group of people sitting at a table with wine glasses.,young
2732,198530,"['A group of people on skis stand on the snow.', 'A group of men photographed together on a ski slope', 'Three men posing for a picture, while skiing on a mountain top.', 'A group of people riding skis down a snow covered slope.', 'Three people posing on a mountain on skis and snowboards.']",a group of three people standing on top of a snow covered slope.,a group of people riding skis down a snow covered slope,a man standing on top of a snow covered slope.,a group of people standing on top of a snow covered slope.,old
2733,198645,"['A man sitting on a green bench in the park', 'A man is sitting on a bench in the middle of a field.', 'A man sits at a picnic table at the park', 'A man waving from a bench next to a baseball diamond', 'A man sitting on top of a green bench.']",a man sitting on top of a green bench in a park.,a woman sitting on a bench in a park,a woman sitting on a bench in a park.,a man sitting on a bench in a park.,old
2734,198717,"['A man advises us to hush, about to scare his brother', 'While one man is sleeping another is preparing to play cymbals.', 'A man ready to bang pot covers to scare a sleeping man.', 'The young man is preparing to scare his sleeping friend.', 'a man kneeling next to a sleeping man']",a couple of men laying on top of a bed.,a couple of people laying on a bed,a man laying on a bed with a laptop.,a man laying on a bed with a book.,old
2735,198733,"['A guy jumping in the air on a skateboard. ', 'a skateboarder executing a jump with people looking', 'a group of skateboarders with one guy using the course', 'A man on a skateboard jumps in the air.', 'Is this skateboarder going to make it down the ramp?']",a man flying through the air while riding a skateboard.,a man flying through the air while riding a skateboard,a man riding a skateboard up the side of a ramp.,a man riding a skateboard up the side of a ramp.,young
